country_name,year,num_outbreaks,diseases_list,total_confirmed_cases,total_outbreak_deaths,avg_cfr,iso3,total_vaccinations,people_fully_vaccinated,total_boosters,vaccinations_per_hundred,fully_vaccinated_per_hundred,max_daily_vaccinations,who_alerts,who_diseases,who_total_cases,who_total_deaths,who_avg_cfr,who_high_risk_alerts
Dominica,2021.0,,,,,,DMA,57044.0,27618.0,,78.4,37.96,901.0,,,,,,
Dominica,2022.0,,,,,,DMA,67647.0,30659.0,3993.0,92.98,42.14,543.0,,,,,,
Dominican Republic,2010.0,1.0,Cholera,33188.0,504.0,1.5,,,,,,,,,,,,,
Dominican Republic,2015.0,1.0,Zika Virus,5000.0,0.0,0.0,,,,,,,,,,,,,
Dominican Republic,2021.0,,,,,,DOM,14086551.0,5699587.0,1448368.0,125.45,50.76,184208.0,,,,,,
Dominican Republic,2022.0,,,,,,DOM,16171774.0,6071623.0,2513784.0,144.02,54.07,42083.0,,,,,,
Dominican Republic,2023.0,,,,,,DOM,16430339.0,6130377.0,2574938.0,146.32,54.6,1601.0,,,,,,
Ebola haemorrhagic fever in Gabon (new outbreak) - Update 12,2021.0,,,,,,,,,,,,,0.0,1997,0.0,0.0,,0.0
Ecuador,2009.0,1.0,H1N1 Influenza Pandemic,2251.0,200.0,8.88,,,,,,,,,,,,,
Ecuador,2015.0,1.0,Zika Virus,4000.0,0.0,0.0,,,,,,,,,,,,,
Ecuador,2020.0,1.0,COVID-19,212000.0,14000.0,6.6,,,,,,,,,,,,,
Ecuador,2021.0,,,,,,ECU,27566331.0,12690467.0,1127965.0,153.14,70.5,354692.0,,,,,,
Ecuador,2022.0,,,,,,ECU,39296436.0,14214551.0,10331166.0,218.3,78.97,110806.0,,,,,,
Ecuador,2023.0,,,,,,ECU,39564195.0,14240587.0,10554926.0,219.79,79.11,4735.0,,,,,,
Egypt,2006.0,1.0,H5N1 Avian Influenza,359.0,120.0,33.4,,,,,,,,,,,,,
Egypt,2009.0,1.0,H1N1 Influenza Pandemic,15812.0,278.0,1.76,,,,,,,,,,,,,
Egypt,2021.0,,,,,,EGY,52819190.0,20627388.0,,47.59,18.58,615408.0,,,,,,
Egypt,2022.0,,,,,,EGY,100993230.0,40092338.0,9915716.0,90.99,36.12,424464.0,,,,,,
Egypt,2023.0,,,,,,EGY,112673535.0,42337175.0,15217352.0,101.52,38.15,335527.0,,,,,,
El Salvador,2015.0,1.0,Zika Virus,12000.0,0.0,0.0,,,,,,,,,,,,,
El Salvador,2021.0,,,,,,SLV,9620698.0,4156783.0,980216.0,151.83,65.6,72435.0,,,,,,
El Salvador,2022.0,,,,,,SLV,11289175.0,4344286.0,2292292.0,178.16,68.56,17092.0,,,,,,
England,2021.0,,,,,,OWID_ENG,111916669.0,39817420.0,28585351.0,197.91,70.41,831591.0,,,,,,
England,2022.0,,,,,,OWID_ENG,144310027.0,42887239.0,76881912.0,255.19,75.84,336517.0,,,,,,
England,2023.0,,,,,,OWID_ENG,149398324.0,42951064.0,77498574.0,264.19,75.95,117947.0,,,,,,
Equatorial Guinea,2021.0,,,,,,GNQ,452666.0,203390.0,,27.03,12.14,5013.0,,,,,,
Equatorial Guinea,2022.0,,,,,,GNQ,488738.0,214032.0,4597.0,29.18,12.78,565.0,,,,,,
Estonia,2020.0,,,,,,EST,2475.0,76.0,,0.19,0.01,571.0,,,,,,
Estonia,2021.0,,,,,,EST,1808855.0,827748.0,331279.0,136.41,62.42,10161.0,,,,,,
Estonia,2022.0,,,,,,EST,2101403.0,861026.0,590373.0,158.47,64.93,4696.0,,,,,,
Estonia,2023.0,,,,,,EST,2167635.0,862613.0,655580.0,163.46,65.05,1151.0,,,,,,
Estonia,2024.0,,,,,,EST,2171623.0,862748.0,659459.0,163.76,65.06,130.0,,,,,,
Eswatini,2021.0,,,,,,SWZ,399616.0,301243.0,,33.25,25.07,11049.0,,,,,,
Eswatini,2022.0,,,,,,SWZ,773579.0,342088.0,147518.0,64.37,28.47,4391.0,,,,,,
Eswatini,2023.0,,,,,,SWZ,870205.0,427335.0,179450.0,72.42,35.56,1349.0,,,,,,
Ethiopia,2017.0,1.0,Cholera (reported as AWD),32000.0,800.0,2.5,,,,,,,,,,,,,
Ethiopia,2021.0,,,,,,ETH,10916152.0,,,8.85,,474622.0,,,,,,
Ethiopia,2022.0,,,,,,ETH,52509414.0,36707357.0,2421781.0,42.56,29.75,2808915.0,,,,,,
Ethiopia,2023.0,,,,,,ETH,68856793.0,43653006.0,5978070.0,55.81,35.38,705473.0,,,,,,
Europe,2020.0,,,,,,OWID_EUR,429815.0,82.0,,0.06,0.0,158968.0,,,,,,
Europe,2021.0,,,,,,OWID_EUR,1106956480.0,451005349.0,178889502.0,148.62,60.55,5945288.0,,,,,,
Europe,2022.0,,,,,,OWID_EUR,1375530712.0,491718587.0,353683760.0,184.68,66.02,4128925.0,,,,,,
Europe,2023.0,,,,,,OWID_EUR,1399046899.0,493750562.0,364894404.0,187.84,66.29,198891.0,,,,,,
Europe,2024.0,,,,,,OWID_EUR,1399334208.0,493751304.0,365099941.0,187.88,66.29,8476.0,,,,,,
European Union,2020.0,,,,,,OWID_EUN,364136.0,82.0,,0.08,0.0,89234.0,,,,,,
European Union,2021.0,,,,,,OWID_EUN,747813379.0,307451692.0,131081776.0,166.13,68.3,4206856.0,,,,,,
European Union,2022.0,,,,,,OWID_EUN,940170671.0,327391675.0,276074416.0,208.86,72.73,3237276.0,,,,,,
European Union,2023.0,,,,,,OWID_EUN,950825981.0,327966684.0,282233252.0,211.23,72.86,133980.0,,,,,,
European Union,2024.0,,,,,,OWID_EUN,951113290.0,327967426.0,282438789.0,211.29,72.86,8476.0,,,,,,
Faeroe Islands,2021.0,,,,,,FRO,96235.0,40528.0,14270.0,181.18,76.3,1001.0,,,,,,
Faeroe Islands,2022.0,,,,,,FRO,103894.0,40895.0,21284.0,195.59,76.99,457.0,,,,,,
Falkland Islands,2021.0,,,,,,FLK,4407.0,1775.0,,115.94,46.7,189.0,,,,,,
Fiji,2021.0,,,,,,FJI,1267045.0,605593.0,,136.28,65.13,14274.0,,,,,,
Fiji,2022.0,,,,,,FJI,1551184.0,640518.0,170259.0,166.84,68.89,17149.0,,,,,,
Fiji,2023.0,,,,,,FJI,1555182.0,641194.0,172046.0,167.27,68.96,158.0,,,,,,
Finland,2021.0,,,,,,FIN,9616819.0,4085397.0,1132671.0,173.57,73.73,49317.0,,,,,,
Finland,2022.0,,,,,,FIN,13149072.0,4346300.0,4277426.0,237.32,78.44,72110.0,,,,,,
Finland,2023.0,,,,,,FIN,13325665.0,4347093.0,4454319.0,240.5,78.46,3083.0,,,,,,
Finland,2024.0,,,,,,FIN,13327120.0,4347113.0,4455719.0,240.53,78.46,655.0,,,,,,
France,2003.0,1.0,SARS,7.0,1.0,14.3,,,,,,,,,,,,,
France,2013.0,1.0,MERS,2.0,1.0,50.0,,,,,,,,,,,,,
France,2020.0,1.0,COVID-19,2600000.0,64600.0,2.5,FRA,2625.0,2.0,,0.0,0.0,711.0,,,,,,
France,2021.0,,,,,,FRA,124246736.0,49647368.0,22449023.0,183.22,73.21,734590.0,,,,,,
France,2022.0,,,,,,FRA,153458028.0,53148866.0,46747038.0,226.3,78.38,652198.0,,,,,,
France,2023.0,,,,,,FRA,154493266.0,53192478.0,47705542.0,227.82,78.44,33920.0,,,,,,
French Polynesia,2013.0,1.0,Zika Virus,32000.0,0.0,0.0,,,,,,,,,,,,,
French Polynesia,2021.0,,,,,,PYF,329095.0,159100.0,,107.44,51.94,3216.0,,,,,,
French Polynesia,2022.0,,,,,,PYF,497169.0,186059.0,112237.0,162.32,60.75,12050.0,,,,,,
French Polynesia,2023.0,,,,,,PYF,502952.0,186803.0,112237.0,164.21,60.99,73.0,,,,,,
Gabon,2001.0,1.0,Ebola Virus Disease,65.0,53.0,82.0,,,,,,,,,,,,,
Gabon,2021.0,,,,,,GAB,392898.0,173123.0,,16.45,7.25,7131.0,,,,,,
Gabon,2022.0,,,,,,GAB,572672.0,257378.0,2589.0,23.97,10.77,3128.0,,,,,,
Gabon,2023.0,,,,,,GAB,572672.0,257471.0,2592.0,23.97,10.78,0.0,,,,,,
Gambia,2021.0,,,,,,GMB,294698.0,249515.0,,10.89,9.22,3615.0,,,,,,
Gambia,2022.0,,,,,,GMB,815861.0,454249.0,31118.0,30.15,16.79,8164.0,,,,,,
Gambia,2023.0,,,,,,GMB,1444492.0,539186.0,53741.0,53.38,19.93,8164.0,,,,,,
Georgia,2021.0,,,,,,GEO,2512858.0,1148962.0,,67.11,30.68,29680.0,,,,,,
Georgia,2022.0,,,,,,GEO,2930677.0,1276173.0,80818.0,78.27,34.08,9121.0,,,,,,
Germany,2003.0,1.0,SARS,9.0,0.0,0.0,,,,,,,,,,,,,
Germany,2009.0,1.0,H1N1 Influenza Pandemic,222360.0,258.0,0.12,,,,,,,,,,,,,
Germany,2012.0,1.0,MERS,3.0,1.0,33.0,,,,,,,,,,,,,
Germany,2020.0,1.0,COVID-19,1756000.0,34500.0,2.0,DEU,206927.0,,,0.25,,45625.0,,,,,,
Germany,2021.0,,,,,,DEU,153966358.0,59158121.0,34336313.0,184.68,70.96,1148328.0,,,,,,
Germany,2022.0,,,,,,DEU,191587054.0,63550296.0,64384901.0,229.8,76.23,651741.0,,,,,,
Germany,2023.0,,,,,,DEU,192221468.0,63563414.0,64791434.0,230.56,76.24,17763.0,,,,,,
Ghana,2014.0,1.0,Cholera,11000.0,100.0,0.9,,,,,,,,,,,,,
Ghana,2021.0,,,,,,GHA,7755231.0,2334010.0,,23.17,6.97,442283.0,,,,,,
Ghana,2022.0,,,,,,GHA,21400939.0,9183560.0,2744852.0,63.93,27.43,260621.0,,,,,,
Ghana,2023.0,,,,,,GHA,25624828.0,10780003.0,4806017.0,76.55,32.2,33067.0,,,,,,
Gibraltar,2021.0,,,,,,GIB,108323.0,40065.0,27085.0,331.5,122.61,1068.0,,,,,,
Gibraltar,2022.0,,,,,,GIB,132810.0,41465.0,49170.0,406.43,126.89,270.0,,,,,,
Greece,2020.0,,,,,,GRC,2339.0,,,0.02,,638.0,,,,,,
Greece,2021.0,,,,,,GRC,17469497.0,7041133.0,3530076.0,168.22,67.8,109105.0,,,,,,
Greece,2022.0,,,,,,GRC,22017133.0,7642847.0,7020281.0,212.01,73.6,78769.0,,,,,,
Greece,2023.0,,,,,,GRC,22298982.0,7646864.0,7294103.0,214.72,73.63,4133.0,,,,,,
Greece,2024.0,,,,,,GRC,22467978.0,7647076.0,7461944.0,216.35,73.64,5717.0,,,,,,
Greenland,2021.0,,,,,,GRL,78500.0,38053.0,,138.95,67.36,1128.0,,,,,,
Greenland,2022.0,,,,,,GRL,79738.0,38511.0,,141.14,68.17,52.0,,,,,,
Grenada,2021.0,,,,,,GRD,78476.0,35457.0,,62.55,28.26,579.0,,,,,,
Grenada,2022.0,,,,,,GRD,90507.0,38975.0,7352.0,72.14,31.07,188.0,,,,,,
Grenada,2023.0,,,,,,GRD,90686.0,39034.0,7411.0,72.28,31.11,1.0,,,,,,
Guatemala,2015.0,1.0,Zika Virus,17000.0,0.0,0.0,,,,,,,,,,,,,
Guatemala,2021.0,,,,,,GTM,11310579.0,4686883.0,88446.0,63.39,26.27,96711.0,,,,,,
Guatemala,2022.0,,,,,,GTM,19955569.0,7027477.0,4072352.0,111.83,39.38,95485.0,,,,,,
Guatemala,2023.0,,,,,,GTM,20362104.0,7126305.0,4302176.0,114.11,39.94,6510.0,,,,,,
Guernsey,2021.0,,,,,,GGY,106109.0,13618.0,,167.55,21.5,1747.0,,,,,,
Guernsey,2022.0,,,,,,GGY,178525.0,52710.0,69339.0,281.9,83.23,1747.0,,,,,,
Guinea,2013.0,1.0,Ebola Virus Disease,3811.0,2543.0,66.7,,,,,,,,,,,,,
Guinea,2021.0,,,,,,GIN,2952253.0,925486.0,,21.3,6.68,41116.0,,,,,,
Guinea,2022.0,,,,,,GIN,8749048.0,3293736.0,223977.0,63.13,23.77,172447.0,,,,,,
Guinea,2023.0,,,,,,GIN,12049511.0,5853990.0,425378.0,86.94,42.24,54805.0,,,,,,
Guinea-Bissau,2021.0,,,,,,GNB,413938.0,23144.0,,19.66,1.1,17553.0,,,,,,
Guinea-Bissau,2022.0,,,,,,GNB,592609.0,361350.0,745.0,28.14,17.16,9601.0,,,,,,
Guinea-Bissau,2023.0,,,,,,GNB,920752.0,547637.0,76359.0,43.73,26.01,14996.0,,,,,,
Guyana,2021.0,,,,,,GUY,715724.0,294160.0,11065.0,88.5,36.37,5226.0,,,,,,
Guyana,2022.0,,,,,,GUY,953690.0,380118.0,80168.0,117.92,47.0,9303.0,,,,,,
Guyana,2023.0,,,,,,GUY,960133.0,381984.0,82864.0,118.72,47.23,84.0,,,,,,
Haiti,2010.0,1.0,Cholera,820000.0,9792.0,1.2,,,,,,,,,,,,,
Haiti,2021.0,,,,,,HTI,197175.0,73580.0,,1.7,0.64,5695.0,,,,,,
Haiti,2022.0,,,,,,HTI,510611.0,237406.0,,4.41,2.05,7598.0,,,,,,
Haiti,2023.0,,,,,,HTI,680104.0,366339.0,,5.87,3.16,1292.0,,,,,,
High income,2020.0,,,,,,OWID_HIC,7254935.0,47377.0,,0.58,0.0,622321.0,,,,,,
High income,2021.0,,,,,,OWID_HIC,2082222643.0,861208775.0,304240723.0,166.51,68.87,8545044.0,,,,,,
High income,2022.0,,,,,,OWID_HIC,2779003456.0,925740824.0,811896296.0,222.23,74.03,6621716.0,,,,,,
High income,2023.0,,,,,,OWID_HIC,2838699672.0,929254090.0,837046286.0,227.0,74.31,746449.0,,,,,,
High income,2024.0,,,,,,OWID_HIC,2840880020.0,929255961.0,839231470.0,227.18,74.31,23523.0,,,,,,
Honduras,2010.0,1.0,Dengue,66814.0,83.0,0.12,,,,,,,,,,,,,
Honduras,2015.0,1.0,Zika Virus,30000.0,0.0,0.0,,,,,,,,,,,,,
Honduras,2019.0,1.0,Dengue,112000.0,180.0,0.16,,,,,,,,,,,,,
Honduras,2021.0,,,,,,HND,9589064.0,4296605.0,377472.0,91.91,41.18,156407.0,,,,,,
Honduras,2022.0,,,,,,HND,16788825.0,5758291.0,4491359.0,160.92,55.19,174517.0,,,,,,
Honduras,2023.0,,,,,,HND,17074861.0,5853689.0,4872295.0,163.66,56.11,2943.0,,,,,,
Hong Kong,2021.0,,,,,,HKG,9925508.0,4662016.0,387229.0,132.54,62.25,65992.0,,,,,,
Hong Kong,2022.0,,,,,,HKG,20338748.0,6787540.0,6642602.0,271.59,90.64,86320.0,,,,,,
Hong Kong,2023.0,,,,,,HKG,20924351.0,6802193.0,7203692.0,279.41,90.83,17184.0,,,,,,
Hong Kong,2024.0,,,,,,HKG,21014839.0,6803327.0,7291392.0,280.61,90.85,2090.0,,,,,,
Hong Kong SAR,2003.0,1.0,SARS,1755.0,299.0,17.0,,,,,,,,,,,,,
Hungary,2020.0,1.0,COVID-19,324000.0,10100.0,3.1,HUN,1094.0,,,0.01,,6202.0,,,,,,
Hungary,2021.0,,,,,,HUN,15074636.0,5981569.0,3176553.0,151.24,60.01,125911.0,,,,,,
Hungary,2022.0,,,,,,HUN,16701238.0,6207249.0,4316982.0,167.56,62.28,26357.0,,,,,,
Iceland,2020.0,,,,,,ISL,4875.0,,,1.31,,63.0,,,,,,
Iceland,2021.0,,,,,,ISL,716926.0,283920.0,200913.0,192.26,76.14,7546.0,,,,,,
Iceland,2022.0,,,,,,ISL,805469.0,290193.0,250542.0,216.0,77.82,3589.0,,,,,,
India,2003.0,1.0,SARS,3.0,0.0,0.0,,,,,,,,,,,,,
India,2006.0,1.0,Chikungunya,1400000.0,200.0,,,,,,,,,,,,,,
India,2009.0,1.0,H1N1 Influenza Pandemic,33783.0,2024.0,5.99,,,,,,,,,,,,,
India,2015.0,1.0,Dengue,99913.0,220.0,0.22,,,,,,,,,,,,,
India,2017.0,1.0,Dengue,188401.0,325.0,0.17,,,,,,,,,,,,,
India,2020.0,1.0,COVID-19,10267000.0,148700.0,1.4,,,,,,,,,,,,,
India,2021.0,,,,,,IND,1448865422.0,603224821.0,,102.24,42.57,10037995.0,,,,,,
India,2022.0,,,,,,IND,2200989986.0,951207411.0,222581622.0,155.31,67.12,9358811.0,,,,,,
India,2023.0,,,,,,IND,2206751639.0,951987234.0,227343882.0,155.72,67.18,263275.0,,,,,,
India,2024.0,,,,,,IND,2206868000.0,951990552.0,227438524.0,155.72,67.18,6175.0,,,,,,
India (Kerala),2018.0,1.0,Nipah Virus,23.0,21.0,91.0,,,,,,,,,,,,,
Indonesia,2003.0,1.0,SARS,2.0,0.0,0.0,,,,,,,,,,,,,
Indonesia,2005.0,1.0,H5N1 Avian Influenza,200.0,168.0,84.0,,,,,,,,,,,,,
Indonesia,2007.0,1.0,Dengue,150000.0,1400.0,0.93,,,,,,,,,,,,,
Indonesia,2016.0,1.0,Dengue,204000.0,1598.0,0.78,,,,,,,,,,,,,
Indonesia,2019.0,1.0,Dengue,138000.0,900.0,0.65,,,,,,,,,,,,,
Indonesia,2020.0,1.0,COVID-19,744000.0,22100.0,3.0,,,,,,,,,,,,,
Indonesia,2021.0,,,,,,IDN,274749184.0,113666327.0,,99.73,41.26,1897011.0,,,,,,
Indonesia,2022.0,,,,,,IDN,443173913.0,172533762.0,67065100.0,160.86,62.63,2125551.0,,,,,,
Indonesia,2023.0,,,,,,IDN,448199860.0,174965137.0,69356250.0,162.69,63.51,40329.0,,,,,,
Indonesia,2024.0,,,,,,,,,,,,,1.0,Poliomyelitis,0.0,0.0,,0.0
Iran,2009.0,1.0,H1N1 Influenza Pandemic,3672.0,147.0,4.0,,,,,,,,,,,,,
Iran,2014.0,1.0,MERS,6.0,2.0,33.0,,,,,,,,,,,,,
Iran,2020.0,1.0,COVID-19,1225000.0,55300.0,4.5,,,,,,,,,,,,,
Iran,2021.0,,,,,,IRN,116210697.0,51194091.0,3772199.0,131.24,57.81,1225502.0,,,,,,
Iran,2022.0,,,,,,IRN,154773070.0,58514580.0,28227908.0,174.78,66.08,604459.0,,,,,,
Iran,2023.0,,,,,,IRN,155461757.0,58585264.0,31352288.0,175.56,66.16,12066.0,,,,,,
Iraq,2006.0,1.0,H5N1 Avian Influenza,3.0,2.0,66.7,,,,,,,,,,,,,
Iraq,2007.0,1.0,Cholera,4569.0,22.0,0.5,,,,,,,,,,,,,
Iraq,2020.0,1.0,COVID-19,596000.0,12800.0,2.1,,,,,,,,,,,,,
Iraq,2021.0,,,,,,IRQ,14140578.0,5639110.0,,31.78,12.67,435337.0,,,,,,
Iraq,2022.0,,,,,,IRQ,19552980.0,7944775.0,275280.0,43.94,17.85,58760.0,,,,,,
Iraq,2023.0,,,,,,IRQ,19557364.0,7944775.0,275280.0,43.95,17.85,399.0,,,,,,
Ireland,2021.0,,,,,,IRL,9859848.0,3884580.0,2279845.0,196.29,77.33,91840.0,,,,,,
Ireland,2022.0,,,,,,IRL,11109230.0,4062496.0,3180229.0,221.16,80.88,32351.0,,,,,,
Ireland,2023.0,,,,,,IRL,11145135.0,4065424.0,3209531.0,221.88,80.93,440.0,,,,,,
Ireland,2024.0,,,,,,IRL,11148281.0,4065584.0,3211763.0,221.94,80.94,64.0,,,,,,
Isle of Man,2021.0,,,,,,IMN,177816.0,65454.0,43572.0,210.35,77.43,6039.0,,,,,,
Isle of Man,2022.0,,,,,,IMN,189994.0,67106.0,53328.0,224.75,79.38,543.0,,,,,,
Israel,2009.0,1.0,H1N1 Influenza Pandemic,4330.0,94.0,2.17,,,,,,,,,,,,,
Israel,2020.0,1.0,COVID-19,426000.0,3400.0,0.8,ISR,992320.0,6.0,,10.5,0.0,111272.0,,,,,,
Israel,2021.0,,,,,,ISR,16786452.0,5942734.0,4262524.0,177.65,62.89,185557.0,,,,,,
Israel,2022.0,,,,,,ISR,18609154.0,6158460.0,5728499.0,196.94,65.18,77274.0,,,,,,
Israel,2023.0,,,,,,ISR,18649248.0,6159825.0,5766304.0,197.37,65.19,1655.0,,,,,,
Italy,2003.0,1.0,SARS,4.0,0.0,0.0,,,,,,,,,,,,,
Italy,2013.0,1.0,MERS,1.0,0.0,0.0,,,,,,,,,,,,,
Italy,2014.0,1.0,Ebola Virus Disease,1.0,0.0,0.0,,,,,,,,,,,,,
Italy,2020.0,1.0,COVID-19,2108000.0,74100.0,3.5,ITA,40667.0,,,0.07,,8369.0,,,,,,
Italy,2021.0,,,,,,ITA,111400252.0,44709912.0,19708182.0,188.69,75.73,593377.0,,,,,,
Italy,2022.0,,,,,,ITA,144048328.0,47939988.0,47036385.0,243.99,81.2,665295.0,,,,,,
Italy,2023.0,,,,,,ITA,144608839.0,47947097.0,47765365.0,244.94,81.21,17821.0,,,,,,
Jamaica,2021.0,,,,,,JAM,1208785.0,566887.0,4834.0,42.75,20.05,13772.0,,,,,,
Jamaica,2022.0,,,,,,JAM,1506682.0,743499.0,45503.0,53.29,26.3,4686.0,,,,,,
Jamaica,2023.0,,,,,,JAM,1528445.0,760132.0,46065.0,54.06,26.88,248.0,,,,,,
Japan,2009.0,1.0,H1N1 Influenza Pandemic,11636.0,198.0,1.7,,,,,,,,,,,,,
Japan,2020.0,1.0,COVID-19,236000.0,3400.0,1.4,,,,,,,,,,,,,
Japan,2021.0,,,,,,JPN,201971478.0,99712082.0,1043564.0,162.94,80.44,1692319.0,,,,,,
Japan,2022.0,,,,,,JPN,373165262.0,103154352.0,165452792.0,301.06,83.22,1011639.0,,,,,,
Japan,2023.0,,,,,,JPN,383747738.0,103380343.0,175662262.0,309.59,83.4,328770.0,,,,,,
Jersey,2021.0,,,,,,JEY,209935.0,76997.0,51471.0,189.48,69.49,1233.0,,,,,,
Jersey,2022.0,,,,,,JEY,266239.0,81838.0,73623.0,240.3,73.86,669.0,,,,,,
Jersey,2023.0,,,,,,JEY,266953.0,81882.0,73662.0,240.94,73.9,31.0,,,,,,
Jordan,2012.0,1.0,MERS,28.0,7.0,25.0,,,,,,,,,,,,,
Jordan,2021.0,,,,,,JOR,8265793.0,3933851.0,,73.24,34.86,87729.0,,,,,,
Jordan,2022.0,,,,,,JOR,10057975.0,4558313.0,682211.0,89.12,40.39,35491.0,,,,,,
Kazakhstan,2021.0,,,,,,KAZ,17501273.0,8515110.0,,90.22,43.9,142997.0,,,,,,
Kazakhstan,2022.0,,,,,,KAZ,20918681.0,10613754.0,2514071.0,107.84,54.72,351158.0,,,,,,
Kazakhstan,2023.0,,,,,,KAZ,38355605.0,10629063.0,,197.73,54.79,41222.0,,,,,,
Kenya,2006.0,1.0,Rift Valley Fever,684.0,234.0,34.0,,,,,,,,,,,,,
Kenya,2021.0,,,,,,KEN,10002184.0,4155832.0,5280.0,18.51,7.69,123343.0,,,,,,
Kenya,2022.0,,,,,,KEN,23063539.0,10832419.0,1756954.0,42.69,20.05,245551.0,,,,,,
Kenya,2023.0,,,,,,KEN,23750431.0,11090440.0,2000636.0,43.96,20.53,9312.0,,,,,,
Kiribati,2021.0,,,,,,KIR,82167.0,22675.0,,62.61,17.28,1494.0,,,,,,
Kiribati,2022.0,,,,,,KIR,193491.0,73888.0,23419.0,147.44,56.3,1018.0,,,,,,
Kiribati,2023.0,,,,,,KIR,219980.0,81474.0,37606.0,167.62,62.08,342.0,,,,,,
Kosovo,2021.0,,,,,,OWID_KOS,1673578.0,782696.0,7886.0,93.91,43.92,19287.0,,,,,,
Kosovo,2022.0,,,,,,OWID_KOS,1837093.0,824977.0,105436.0,103.08,46.29,4536.0,,,,,,
Kosovo,2023.0,,,,,,OWID_KOS,1837446.0,825082.0,105506.0,103.1,46.3,12.0,,,,,,
Kuwait,2003.0,1.0,SARS,1.0,0.0,0.0,,,,,,,,,,,,,
Kuwait,2013.0,1.0,MERS,4.0,1.0,25.0,,,,,,,,,,,,,
Kuwait,2020.0,,,,,,KWT,2500.0,,,0.06,,1121.0,,,,,,
Kuwait,2021.0,,,,,,KWT,6942690.0,3216700.0,380911.0,162.63,75.35,40778.0,,,,,,
Kuwait,2022.0,,,,,,KWT,8255386.0,3343442.0,1457121.0,193.39,78.32,15791.0,,,,,,
Kuwait,2023.0,,,,,,KWT,8261221.0,3346176.0,1457547.0,193.52,78.39,78.0,,,,,,
Kyrgyzstan,2021.0,,,,,,KGZ,2255224.0,990973.0,,34.01,14.95,22900.0,,,,,,
Kyrgyzstan,2022.0,,,,,,KGZ,3369942.0,1361199.0,,50.82,20.53,10460.0,,,,,,
Kyrgyzstan,2023.0,,,,,,KGZ,3661335.0,1406016.0,,55.22,21.2,2745.0,,,,,,
La Reunion (France),2005.0,1.0,Chikungunya,300000.0,200.0,,,,,,,,,,,,,,
Lao PDR,2007.0,1.0,H5N1 Avian Influenza,2.0,2.0,100.0,,,,,,,,,,,,,
Laos,2021.0,,,,,,LAO,5830021.0,3099003.0,,77.43,41.16,146235.0,,,,,,
Laos,2022.0,,,,,,LAO,11111066.0,5222417.0,,147.57,69.36,48048.0,,,,,,
Latvia,2020.0,,,,,,LVA,2336.0,2.0,,0.13,0.0,329.0,,,,,,
Latvia,2021.0,,,,,,LVA,2555555.0,1262507.0,258489.0,138.09,68.22,17033.0,,,,,,
Latvia,2022.0,,,,,,LVA,2895716.0,1305976.0,529562.0,156.47,70.57,10487.0,,,,,,
Lebanon,2013.0,1.0,MERS,2.0,0.0,0.0,,,,,,,,,,,,,
Lebanon,2021.0,,,,,,LBN,4379487.0,1831322.0,295415.0,79.78,33.36,56153.0,,,,,,
Lebanon,2022.0,,,,,,LBN,5814699.0,2414223.0,660249.0,105.92,43.98,42600.0,,,,,,
Lesotho,2021.0,,,,,,LSO,857925.0,727528.0,,37.21,31.55,17261.0,,,,,,
Lesotho,2022.0,,,,,,LSO,1259488.0,925976.0,137883.0,54.62,40.16,9788.0,,,,,,
Lesotho,2023.0,,,,,,LSO,1339097.0,938088.0,177816.0,58.07,40.68,893.0,,,,,,
Liberia,2014.0,1.0,Ebola Virus Disease,10675.0,4809.0,45.0,,,,,,,,,,,,,
Liberia,2021.0,,,,,,LBR,880313.0,755263.0,,16.6,14.24,39207.0,,,,,,
Liberia,2022.0,,,,,,LBR,4460668.0,3730967.0,1987.0,84.12,70.36,89696.0,,,,,,
Libya,2021.0,,,,,,LBY,2679874.0,825677.0,,39.34,12.12,23862.0,,,,,,
Libya,2022.0,,,,,,LBY,3716080.0,1229888.0,177468.0,54.55,18.05,19020.0,,,,,,
Libya,2023.0,,,,,,LBY,3739158.0,1236102.0,186729.0,54.89,18.15,218.0,,,,,,
Liechtenstein,2020.0,,,,,,LIE,0.0,,,0.0,,0.0,,,,,,
Liechtenstein,2021.0,,,,,,LIE,63015.0,,12173.0,160.12,,726.0,,,,,,
Liechtenstein,2022.0,,,,,,LIE,74154.0,,21925.0,188.42,,340.0,,,,,,
Liechtenstein,2023.0,,,,,,LIE,74337.0,,22087.0,188.89,,5.0,,,,,,
Lithuania,2020.0,,,,,,LTU,9755.0,,,0.35,,2888.0,,,,,,
Lithuania,2021.0,,,,,,LTU,4131857.0,1832177.0,652028.0,150.25,66.62,27613.0,,,,,,
Lithuania,2022.0,,,,,,LTU,4539926.0,1879896.0,943381.0,165.08,68.36,16084.0,,,,,,
Lithuania,2023.0,,,,,,LTU,4603092.0,1881066.0,948371.0,167.38,68.4,1307.0,,,,,,
Lithuania,2024.0,,,,,,LTU,4604865.0,1881106.0,948621.0,167.45,68.4,74.0,,,,,,
Low income,2021.0,,,,,,OWID_LIC,76255328.0,27747461.0,,10.34,3.76,993536.0,,,,,,
Low income,2022.0,,,,,,OWID_LIC,255817933.0,158137429.0,12703926.0,34.68,21.44,3330163.0,,,,,,
Low income,2023.0,,,,,,OWID_LIC,333448906.0,204944352.0,30288516.0,45.21,27.79,1050109.0,,,,,,
