country_name,year,num_outbreaks,diseases_list,total_confirmed_cases,total_outbreak_deaths,avg_cfr,iso3,total_vaccinations,people_fully_vaccinated,total_boosters,vaccinations_per_hundred,fully_vaccinated_per_hundred,max_daily_vaccinations,who_alerts,who_diseases,who_total_cases,who_total_deaths,who_avg_cfr,who_high_risk_alerts
Lower middle income,2021.0,,,,,,OWID_LMC,2815313728.0,1185090131.0,17170706.0,82.03,34.53,17055076.0,,,,,,
Lower middle income,2022.0,,,,,,OWID_LMC,4757007643.0,1977403493.0,613397509.0,138.6,57.62,16611035.0,,,,,,
Lower middle income,2023.0,,,,,,OWID_LMC,4954193121.0,2053042272.0,681712591.0,144.35,59.82,2463250.0,,,,,,
Lower middle income,2024.0,,,,,,OWID_LMC,4954377376.0,2053053994.0,681863964.0,144.35,59.82,6983.0,,,,,,
Luxembourg,2020.0,,,,,,LUX,1251.0,,,0.19,,400.0,,,,,,
Luxembourg,2021.0,,,,,,LUX,1076484.0,37868.0,208928.0,166.23,5.85,7216.0,,,,,,
Luxembourg,2022.0,,,,,,LUX,1371220.0,,455928.0,211.74,,6773.0,,,,,,
Luxembourg,2023.0,,,,,,LUX,1374547.0,462702.0,459119.0,212.25,71.45,105.0,,,,,,
Macao,2021.0,,,,,,MAC,972604.0,461609.0,,139.91,66.4,6788.0,,,,,,
Macao,2022.0,,,,,,MAC,1785391.0,638637.0,470250.0,256.82,91.87,6118.0,,,,,,
Macao,2023.0,,,,,,MAC,1802985.0,642266.0,481016.0,259.36,92.39,1594.0,,,,,,
Madagascar,2000.0,1.0,Plague (endemic),0.0,0.0,,,,,,,,,,,,,,
Madagascar,2017.0,1.0,Plague (pneumonic/bubonic),2417.0,209.0,8.6,,,,,,,,,,,,,
Madagascar,2018.0,1.0,Measles,244607.0,1080.0,0.4,,,,,,,,,,,,,
Madagascar,2021.0,,,,,,MDG,742069.0,541160.0,,2.51,1.83,10256.0,,,,,,
Madagascar,2022.0,,,,,,MDG,2426238.0,2024371.0,111274.0,8.19,6.84,12101.0,,,,,,
Madagascar,2023.0,,,,,,MDG,3092063.0,2628849.0,169187.0,10.44,8.88,6191.0,,,,,,
Malaria in Burundi,2021.0,,,,,,,,,,,,,0.0,1999,0.0,0.0,,0.0
Malawi,2001.0,1.0,Cholera,33000.0,960.0,2.9,,,,,,,,,,,,,
Malawi,2021.0,,,,,,MWI,1800908.0,705769.0,,8.83,3.46,21351.0,,,,,,
Malawi,2022.0,,,,,,MWI,6367571.0,3094056.0,509839.0,31.21,15.16,74568.0,,,,,,
Malawi,2023.0,,,,,,MWI,8503954.0,4288014.0,1232829.0,41.68,21.01,33091.0,,,,,,
Malaysia,2003.0,1.0,SARS,5.0,2.0,40.0,,,,,,,,,,,,,
Malaysia,2014.0,1.0,MERS,2.0,1.0,50.0,,,,,,,,,,,,,
Malaysia,2015.0,1.0,Dengue,120836.0,336.0,0.28,,,,,,,,,,,,,
Malaysia,2019.0,1.0,Dengue,130000.0,182.0,0.14,,,,,,,,,,,,,
Malaysia,2021.0,,,,,,MYS,57849311.0,25665445.0,6348428.0,170.45,75.62,550642.0,,,,,,
Malaysia,2022.0,,,,,,MYS,72357376.0,27536577.0,16915959.0,213.2,81.14,228855.0,,,,,,
Malaysia,2023.0,,,,,,MYS,72647030.0,27550625.0,17177061.0,214.06,81.18,8902.0,,,,,,
Malaysia,2024.0,,,,,,MYS,72657288.0,27551144.0,17185825.0,214.09,81.18,196.0,,,,,,
Maldives,2021.0,,,,,,MDV,790154.0,367450.0,25925.0,150.85,70.15,7843.0,,,,,,
Maldives,2022.0,,,,,,MDV,951419.0,385081.0,167187.0,181.64,73.52,3122.0,,,,,,
Maldives,2023.0,,,,,,MDV,951764.0,385167.0,167289.0,181.7,73.53,4.0,,,,,,
Mali,2014.0,1.0,Ebola Virus Disease,8.0,6.0,75.0,,,,,,,,,,,,,
Mali,2021.0,,,,,,MLI,1057653.0,392809.0,,4.68,1.74,31306.0,,,,,,
Mali,2022.0,,,,,,MLI,4468360.0,2673079.0,,19.78,11.83,58966.0,,,,,,
Mali,2023.0,,,,,,MLI,5922585.0,3633589.0,,26.21,16.08,21566.0,,,,,,
Malta,2021.0,,,,,,MLT,1072274.0,435874.0,,201.07,81.73,7557.0,,,,,,
Malta,2022.0,,,,,,MLT,1376966.0,471326.0,,258.2,88.38,8191.0,,,,,,
Malta,2023.0,,,,,,MLT,1407850.0,471562.0,491718.0,263.99,88.42,827.0,,,,,,
Malta,2024.0,,,,,,MLT,1408793.0,471565.0,492656.0,264.17,88.43,61.0,,,,,,
Mauritania,2021.0,,,,,,MRT,1937226.0,767082.0,,40.9,16.2,65422.0,,,,,,
Mauritania,2022.0,,,,,,MRT,4066473.0,1537298.0,382922.0,85.86,32.46,71816.0,,,,,,
Mauritania,2023.0,,,,,,MRT,4075874.0,1540597.0,383937.0,86.06,32.53,294.0,,,,,,
Mauritius,2021.0,,,,,,MUS,2036896.0,909900.0,,156.75,70.02,20570.0,,,,,,
Mauritius,2022.0,,,,,,MUS,2612729.0,1088142.0,639407.0,201.06,83.74,6463.0,,,,,,
Mauritius,2023.0,,,,,,MUS,2616012.0,1088142.0,654507.0,201.31,83.74,23.0,,,,,,
"Meningococcal disease in Francen(Update), United Kingdom (Update), Oman, Saudi ARabia, Netherlands",2021.0,,,,,,,,,,,,,0.0,2000,0.0,0.0,,0.0
Meningococcal disease in the African Meningitis Belt,2021.0,,,,,,,,,,,,,0.0,2001,0.0,0.0,,0.0
"Meningococcal disease, serogroup W135 - Update",2021.0,,,,,,,,,,,,,0.0,2001,0.0,0.0,,0.0
Mexico,2009.0,1.0,H1N1 Influenza Pandemic,70715.0,1316.0,1.86,,,,,,,,,,,,,
Mexico,2015.0,1.0,Zika Virus,10000.0,0.0,0.0,,,,,,,,,,,,,
Mexico,2019.0,1.0,Dengue,268458.0,191.0,0.07,,,,,,,,,,,,,
Mexico,2020.0,1.0,COVID-19,1426000.0,125800.0,8.8,MEX,24998.0,,,0.02,,3695.0,,,,,,
Mexico,2021.0,,,,,,MEX,148814260.0,72780356.0,,116.71,57.08,1648223.0,,,,,,
Mexico,2022.0,,,,,,MEX,223158993.0,81849962.0,57026630.0,175.02,64.19,995625.0,,,,,,
Micronesia,2007.0,1.0,Zika Virus,185.0,0.0,0.0,,,,,,,,,,,,,
Moldova,2021.0,,,,,,MDA,1776513.0,982152.0,,54.28,30.01,16176.0,,,,,,
Moldova,2022.0,,,,,,MDA,2266205.0,1073914.0,389262.0,69.24,32.81,6802.0,,,,,,
Moldova,2023.0,,,,,,MDA,2293086.0,1078961.0,406022.0,70.06,32.97,240.0,,,,,,
Monaco,2020.0,,,,,,MCO,0.0,,,0.0,,126.0,,,,,,
Monaco,2021.0,,,,,,MCO,65140.0,25667.0,10598.0,178.51,70.34,313.0,,,,,,
Mongolia,2003.0,1.0,SARS,9.0,0.0,0.0,,,,,,,,,,,,,
Mongolia,2021.0,,,,,,MNG,5340605.0,2163572.0,911049.0,157.15,63.66,125462.0,,,,,,
Mongolia,2022.0,,,,,,MNG,5492919.0,2175617.0,1044337.0,161.63,64.02,5276.0,,,,,,
Montenegro,2021.0,,,,,,MNE,634517.0,272853.0,77780.0,101.19,43.51,11277.0,,,,,,
Montenegro,2022.0,,,,,,MNE,679171.0,284869.0,101519.0,108.31,45.43,1508.0,,,,,,
Montserrat,2021.0,,,,,,MSR,3020.0,1472.0,,68.43,33.36,53.0,,,,,,
Montserrat,2022.0,,,,,,MSR,4619.0,1952.0,563.0,104.67,44.23,51.0,,,,,,
Morocco,2020.0,1.0,COVID-19,439000.0,7400.0,1.7,,,,,,,,,,,,,
Morocco,2021.0,,,,,,MAR,50265580.0,22994609.0,,134.19,61.39,401310.0,,,,,,
Morocco,2022.0,,,,,,MAR,55357504.0,23515876.0,6864954.0,147.79,62.78,76902.0,,,,,,
Morocco,2023.0,,,,,,MAR,55389602.0,23521989.0,6925973.0,147.87,62.8,504.0,,,,,,
Mozambique,2019.0,1.0,Cholera (post-Cyclone Idai),7000.0,8.0,0.1,,,,,,,,,,,,,
Mozambique,2021.0,,,,,,MOZ,14718782.0,6084817.0,,44.64,18.46,257780.0,,,,,,
Mozambique,2022.0,,,,,,MOZ,29140427.0,18448526.0,990832.0,88.39,55.96,588728.0,,,,,,
Mozambique,2023.0,,,,,,MOZ,34950858.0,21329745.0,2323562.0,106.01,64.7,98058.0,,,,,,
Myanmar,2007.0,1.0,H5N1 Avian Influenza,1.0,0.0,0.0,,,,,,,,,,,,,
Myanmar,2021.0,,,,,,MMR,31859036.0,13029777.0,,58.8,24.05,366806.0,,,,,,
Myanmar,2022.0,,,,,,MMR,64549994.0,27545329.0,2227351.0,119.14,50.84,288235.0,,,,,,
Myanmar,2023.0,,,,,,MMR,93477104.0,35937796.0,15987381.0,172.53,66.33,78317.0,,,,,,
Namibia,2021.0,,,,,,NAM,630212.0,283758.0,,24.55,11.05,6202.0,,,,,,
Namibia,2022.0,,,,,,NAM,972893.0,526072.0,102231.0,37.9,20.49,16348.0,,,,,,
Namibia,2023.0,,,,,,NAM,1005937.0,550978.0,298560.0,39.19,21.46,267.0,,,,,,
Nauru,2021.0,,,,,,NRU,14863.0,7251.0,,117.11,57.13,560.0,,,,,,
Nauru,2022.0,,,,,,NRU,25172.0,8585.0,5065.0,198.35,67.65,293.0,,,,,,
Nauru,2023.0,,,,,,NRU,32157.0,11346.0,7705.0,253.38,89.4,55.0,,,,,,
Nepal,2021.0,,,,,,NPL,21988516.0,9737333.0,,71.98,31.88,226872.0,,,,,,
Nepal,2022.0,,,,,,NPL,60184003.0,24057021.0,8674375.0,197.02,78.75,567406.0,,,,,,
Nepal,2023.0,,,,,,NPL,62627629.0,24471043.0,10273390.0,205.02,80.11,27556.0,1.0,Measles,0.0,0.0,,1.0
Netherlands,2014.0,1.0,MERS,2.0,0.0,0.0,,,,,,,,,,,,,
Netherlands,2020.0,1.0,COVID-19,809000.0,11500.0,1.4,,,,,,,,,,,,,
Netherlands,2021.0,,,,,,NLD,28006524.0,11587823.0,4618188.0,159.45,65.97,229840.0,,,,,,
Netherlands,2022.0,,,,,,NLD,39558523.0,11764835.0,9392949.0,225.22,66.98,267180.0,,,,,,
Netherlands,2023.0,,,,,,NLD,39764182.0,11768644.0,9416761.0,226.4,67.0,7160.0,,,,,,
New Caledonia,2021.0,,,,,,NCL,355717.0,173231.0,,122.68,59.74,5037.0,,,,,,
New Caledonia,2022.0,,,,,,NCL,469996.0,184123.0,94201.0,162.09,63.5,12978.0,,,,,,
New Caledonia,2023.0,,,,,,NCL,480702.0,184816.0,103511.0,165.78,63.74,508.0,,,,,,
New Zealand,2003.0,1.0,SARS,1.0,0.0,0.0,,,,,,,,,,,,,
New Zealand,2009.0,1.0,H1N1 Influenza Pandemic,3199.0,50.0,1.56,,,,,,,,,,,,,
New Zealand,2021.0,,,,,,NZL,8185416.0,3856157.0,358017.0,157.86,74.37,81486.0,,,,,,
New Zealand,2022.0,,,,,,NZL,11956243.0,4138492.0,3517953.0,230.58,79.81,59903.0,,,,,,
New Zealand,2023.0,,,,,,NZL,12346898.0,4291717.0,3660870.0,238.11,82.77,13231.0,,,,,,
New Zealand,2024.0,,,,,,NZL,13398398.0,,4944676.0,258.39,,4474.0,,,,,,
Nicaragua,2010.0,1.0,Dengue,53000.0,14.0,0.03,,,,,,,,,,,,,
Nicaragua,2021.0,,,,,,NIC,7785141.0,2905785.0,,112.04,41.82,311302.0,,,,,,
Nicaragua,2022.0,,,,,,NIC,12098543.0,5930968.0,,174.12,85.36,38528.0,,,,,,
Nicaragua,2023.0,,,,,,NIC,15507763.0,6126708.0,2892531.0,223.18,88.17,425219.0,,,,,,
Niger,2015.0,1.0,Meningococcal Meningitis (serogroup C),6179.0,423.0,6.8,,,,,,,,,,,,,
Niger,2021.0,,,,,,NER,971636.0,464413.0,,3.71,1.77,25351.0,,,,,,
Niger,2022.0,,,,,,NER,7187711.0,5308074.0,,27.43,20.25,178386.0,,,,,,
Niger,2023.0,,,,,,NER,7372208.0,5483001.0,,28.13,20.92,2318.0,,,,,,
Nigeria,2007.0,1.0,H5N1 Avian Influenza,1.0,1.0,100.0,,,,,,,,,,,,,
Nigeria,2010.0,1.0,Cholera,41787.0,1716.0,4.1,,,,,,,,,,,,,
Nigeria,2014.0,1.0,Ebola Virus Disease,20.0,8.0,40.0,,,,,,,,,,,,,
Nigeria,2017.0,1.0,Yellow Fever,2000.0,45.0,,,,,,,,,,,,,,
Nigeria,2018.0,2.0,"Cholera,Lassa Fever",44419.0,942.0,13.5,,,,,,,,,,,,,
Nigeria,2019.0,1.0,Lassa Fever,796.0,158.0,19.8,,,,,,,,,,,,,
Nigeria,2020.0,1.0,Lassa Fever,1165.0,158.0,13.6,,,,,,,,,,,,,
Nigeria,2021.0,,,,,,NGA,14838199.0,4482899.0,,6.79,2.05,183486.0,,,,,,
Nigeria,2022.0,,,,,,NGA,102292641.0,59867077.0,8311272.0,46.81,27.39,491996.0,,,,,,
Nigeria,2023.0,,,,,,NGA,133048021.0,81297808.0,16826715.0,60.88,37.2,205727.0,,,,,,
Niue,2021.0,,,,,,NIU,2628.0,1150.0,,134.63,58.91,87.0,,,,,,
Niue,2022.0,,,,,,NIU,4920.0,1634.0,1224.0,252.05,83.71,67.0,,,,,,
Niue,2023.0,,,,,,NIU,4923.0,1635.0,1225.0,252.2,83.76,0.0,,,,,,
North America,2020.0,,,,,,OWID_NAM,5837535.0,47243.0,,0.97,0.01,419343.0,,,,,,
North America,2021.0,,,,,,OWID_NAM,841887464.0,352740617.0,91239812.0,140.24,58.76,4205266.0,,,,,,
North America,2022.0,,,,,,OWID_NAM,1133163485.0,392672074.0,247401931.0,188.76,65.41,2487718.0,,,,,,
North America,2023.0,,,,,,OWID_NAM,1157420227.0,394472170.0,255636347.0,192.8,65.71,506912.0,,,,,,
North America,2024.0,,,,,,OWID_NAM,1158547416.0,394493922.0,256264817.0,192.99,65.71,16192.0,,,,,,
North Macedonia,2021.0,,,,,,MKD,1755026.0,816777.0,95378.0,83.83,39.01,15628.0,,,,,,
North Macedonia,2022.0,,,,,,MKD,1862610.0,838048.0,161561.0,88.97,40.03,1666.0,,,,,,
North Macedonia,2023.0,,,,,,MKD,1862987.0,838181.0,161633.0,88.98,40.04,5.0,,,,,,
Northern Cyprus,2021.0,,,,,,OWID_CYN,617389.0,275988.0,80243.0,161.27,72.09,6011.0,,,,,,
Northern Cyprus,2022.0,,,,,,OWID_CYN,861519.0,313067.0,,225.04,81.78,655.0,,,,,,
Northern Ireland,2021.0,,,,,,OWID_NIR,3520286.0,1296530.0,824686.0,185.67,68.38,23766.0,,,,,,
Northern Ireland,2022.0,,,,,,OWID_NIR,4468643.0,1359891.0,2110787.0,235.69,71.72,11733.0,,,,,,
Northern Ireland,2023.0,,,,,,OWID_NIR,4600649.0,1361003.0,2234611.0,242.65,71.78,4130.0,,,,,,
Norway,2020.0,,,,,,NOR,2422.0,,,0.04,,330.0,,,,,,
Norway,2021.0,,,,,,NOR,9789464.0,3929338.0,1567724.0,180.14,72.31,69148.0,,,,,,
Norway,2022.0,,,,,,NOR,12145560.0,4054726.0,3743839.0,223.5,74.61,55405.0,,,,,,
Oceania,2021.0,,,,,,OWID_OCE,54154964.0,25111157.0,2738373.0,120.24,55.75,386459.0,,,,,,
Oceania,2022.0,,,,,,OWID_OCE,80642744.0,27859298.0,23829284.0,179.05,61.86,340740.0,,,,,,
Oceania,2023.0,,,,,,OWID_OCE,87307312.0,28072902.0,24117145.0,193.85,62.33,39960.0,,,,,,
Oceania,2024.0,,,,,,OWID_OCE,88358812.0,28072902.0,25400951.0,196.18,62.33,4474.0,,,,,,
Oman,2013.0,1.0,MERS,26.0,8.0,31.0,,,,,,,,,,,,,
Oman,2020.0,,,,,,OMN,6516.0,,,0.14,,1663.0,,,,,,
Oman,2021.0,,,,,,OMN,6118018.0,2902254.0,32412.0,133.69,63.42,61172.0,,,,,,
Oman,2022.0,,,,,,OMN,7108547.0,3048826.0,779859.0,155.33,66.62,16068.0,,,,,,
Pakistan,2007.0,1.0,H5N1 Avian Influenza,3.0,1.0,33.3,,,,,,,,,,,,,
Pakistan,2011.0,1.0,Dengue,22562.0,363.0,1.61,,,,,,,,,,,,,
Pakistan,2019.0,1.0,Dengue,50000.0,75.0,0.15,,,,,,,,,,,,,
Pakistan,2020.0,1.0,COVID-19,482000.0,10200.0,2.1,,,,,,,,,,,,,
Pakistan,2021.0,,,,,,PAK,156623021.0,70576467.0,,66.41,29.93,1394785.0,,,,,,
Pakistan,2022.0,,,,,,PAK,317080887.0,131368973.0,48935695.0,134.46,55.71,2175773.0,1.0,HIV cases,0.0,0.0,,1.0
Pakistan,2023.0,,,,,,PAK,340974144.0,140475871.0,53152375.0,144.59,59.57,809953.0,,,,,,
Palestine,2021.0,,,,,,PSE,3383211.0,1515699.0,2779.0,64.44,28.87,41850.0,,,,,,
Palestine,2022.0,,,,,,PSE,3748571.0,1776973.0,336967.0,71.4,33.85,6173.0,,,,,,
Panama,2015.0,1.0,Zika Virus,5000.0,0.0,0.0,,,,,,,,,,,,,
Panama,2021.0,,,,,,PAN,6193744.0,2804103.0,268839.0,140.49,63.61,71750.0,,,,,,
Panama,2022.0,,,,,,PAN,8688567.0,3162983.0,2007170.0,197.08,71.75,43201.0,,,,,,
Panama,2023.0,,,,,,PAN,8893001.0,3174155.0,2033783.0,201.72,72.0,3815.0,,,,,,
Papua New Guinea,2021.0,,,,,,PNG,504018.0,220103.0,,4.97,2.17,5196.0,,,,,,
Papua New Guinea,2022.0,,,,,,PNG,700257.0,304687.0,30676.0,6.9,3.0,1866.0,,,,,,
Papua New Guinea,2023.0,,,,,,PNG,737695.0,321192.0,34483.0,7.27,3.17,589.0,,,,,,
Paraguay,2013.0,1.0,Dengue,70000.0,35.0,0.05,,,,,,,,,,,,,
Paraguay,2021.0,,,,,,PRY,6833614.0,2948027.0,415766.0,100.78,43.48,90584.0,,,,,,
Paraguay,2022.0,,,,,,PRY,9486776.0,3530179.0,1981259.0,139.91,52.06,30476.0,,,,,,
Paraguay,2023.0,,,,,,PRY,9745545.0,3546685.0,2204922.0,143.72,52.31,4694.0,,,,,,
Peru,2009.0,1.0,H1N1 Influenza Pandemic,9165.0,223.0,2.43,,,,,,,,,,,,,
Peru,2016.0,,,,,,,,,,,,,1.0,Zika virus infection,0.0,0.0,,0.0
Peru,2020.0,1.0,COVID-19,1015000.0,37700.0,3.7,,,,,,,,,,,,,
Peru,2021.0,,,,,,PER,51093638.0,22085966.0,4168348.0,150.06,64.86,390093.0,,,,,,
Peru,2022.0,,,,,,PER,86772984.0,28445741.0,28087834.0,254.84,83.54,296933.0,,,,,,
Peru,2023.0,,,,,,PER,91412580.0,28709644.0,32139228.0,268.47,84.32,33298.0,,,,,,
Philippines,2003.0,1.0,SARS,14.0,2.0,14.3,,,,,,,,,,,,,
Philippines,2015.0,1.0,MERS,2.0,0.0,0.0,,,,,,,,,,,,,
Philippines,2016.0,1.0,Dengue,176411.0,680.0,0.39,,,,,,,,,,,,,
Philippines,2019.0,1.0,Dengue,420000.0,1565.0,0.38,,,,,,,,,,,,,
Philippines,2020.0,1.0,COVID-19,476000.0,9300.0,2.0,,,,,,,,,,,,,
Philippines,2021.0,,,,,,PHL,108534301.0,49626439.0,1786975.0,93.92,42.94,1629125.0,,,,,,
Philippines,2022.0,,,,,,PHL,169779996.0,73920177.0,21318580.0,146.92,63.97,797265.0,,,,,,
Philippines,2023.0,,,,,,PHL,189317158.0,78443972.0,23811248.0,163.83,67.88,1862695.0,,,,,,
Pitcairn,2021.0,,,,,,PCN,94.0,47.0,,200.0,100.0,1.0,,,,,,
Pitcairn,2022.0,,,,,,PCN,117.0,47.0,23.0,248.94,100.0,0.0,,,,,,
Plague in Malawi,2021.0,,,,,,,,,,,,,0.0,1999,0.0,0.0,,0.0
Poland,2009.0,1.0,H1N1 Influenza Pandemic,2024.0,181.0,8.94,,,,,,,,,,,,,
Poland,2020.0,1.0,COVID-19,1305000.0,28600.0,2.2,POL,47600.0,,,0.12,,17150.0,,,,,,
Poland,2021.0,,,,,,POL,46987401.0,21046400.0,6865164.0,117.89,52.8,341329.0,,,,,,
Poland,2022.0,,,,,,POL,57786691.0,22623876.0,15184383.0,144.98,56.76,194305.0,,,,,,
Poland,2023.0,,,,,,POL,58032403.0,22649355.0,15394535.0,145.6,56.83,4813.0,,,,,,
Portugal,2020.0,1.0,COVID-19,428000.0,7100.0,1.7,,,,,,,,,,,,,
Portugal,2021.0,,,,,,PRT,20043506.0,8540366.0,3140672.0,195.15,83.15,152591.0,,,,,,
Portugal,2022.0,,,,,,PRT,28058542.0,8904796.0,7038928.0,273.19,86.7,91262.0,,,,,,
Portugal,2023.0,,,,,,PRT,28314797.0,8909769.0,7086326.0,275.68,86.75,9485.0,,,,,,
Puerto Rico (US),2015.0,1.0,Zika Virus,40000.0,1.0,,,,,,,,,,,,,,
Qatar,2012.0,1.0,MERS,28.0,10.0,36.0,,,,,,,,,,,,,
Qatar,2020.0,,,,,,QAT,0.0,,,0.0,,1351.0,,,,,,
Qatar,2021.0,,,,,,QAT,5205664.0,2218292.0,,193.15,82.31,37344.0,,,,,,
Qatar,2022.0,,,,,,QAT,7601367.0,2850158.0,1901050.0,282.04,105.75,28774.0,,,,,,
Qatar,2023.0,,,,,,QAT,7609178.0,2852178.0,1904822.0,282.33,105.83,157.0,,,,,,
Republic of Congo,2001.0,1.0,Ebola Virus Disease,57.0,43.0,75.0,,,,,,,,,,,,,
Republic of Congo,2002.0,1.0,Ebola Virus Disease,143.0,128.0,90.0,,,,,,,,,,,,,
Republic of Congo,2003.0,1.0,Ebola Virus Disease,35.0,29.0,83.0,,,,,,,,,,,,,
Republic of Congo,2005.0,1.0,Ebola Virus Disease,12.0,10.0,83.0,,,,,,,,,,,,,
Republic of Korea,2015.0,,,,,,,,,,,,,1.0,Middle East respiratory syndrome coronavirus,0.0,0.0,,0.0
Romania,2003.0,1.0,SARS,1.0,0.0,0.0,,,,,,,,,,,,,
Romania,2020.0,1.0,COVID-19,632000.0,15700.0,2.5,ROU,10289.0,,,0.05,,2331.0,,,,,,
Romania,2021.0,,,,,,ROU,15824909.0,7817215.0,,80.5,39.76,131697.0,,,,,,
Romania,2022.0,,,,,,ROU,16827486.0,8114769.0,,85.6,41.28,29841.0,,,,,,
Romania,2023.0,,,,,,ROU,,,,,,,,,,,,
Russia,2003.0,1.0,SARS,1.0,0.0,0.0,,,,,,,,,,,,,
Russia,2009.0,1.0,H1N1 Influenza Pandemic,25339.0,604.0,2.38,,,,,,,,,,,,,
Russia,2020.0,1.0,COVID-19,3159000.0,57000.0,1.8,RUS,52000.0,,,0.04,,68000.0,,,,,,
Russia,2021.0,,,,,,RUS,146364014.0,66773441.0,7382067.0,101.14,46.14,1020075.0,,,,,,
Russia,2022.0,,,,,,RUS,183889038.0,78929790.0,19528894.0,127.07,54.54,537979.0,,,,,,
Russia,2023.0,,,,,,RUS,187374508.0,79702396.0,20829310.0,129.48,55.08,106949.0,,,,,,
Rwanda,2021.0,,,,,,RWA,12588963.0,5435180.0,,91.38,39.45,139418.0,,,,,,
Rwanda,2022.0,,,,,,RWA,26106436.0,9274948.0,5879013.0,189.5,67.32,370105.0,,,,,,
Rwanda,2023.0,,,,,,RWA,27322059.0,10399665.0,5879013.0,198.32,75.49,7894.0,,,,,,
Saint Helena,2021.0,,,,,,SHN,7892.0,3531.0,,146.12,65.38,165.0,,,,,,
Saint Kitts and Nevis,2021.0,,,,,,KNA,54868.0,25619.0,1634.0,115.07,53.73,894.0,,,,,,
Saint Kitts and Nevis,2022.0,,,,,,KNA,64297.0,27000.0,3503.0,134.85,56.63,254.0,,,,,,
Saint Lucia,2021.0,,,,,,LCA,104994.0,49313.0,,58.37,27.42,1912.0,,,,,,
Saint Lucia,2022.0,,,,,,LCA,122977.0,54971.0,7866.0,68.37,30.56,978.0,,,,,,
Saint Vincent and the Grenadines,2021.0,,,,,,VCT,61198.0,26244.0,,58.87,25.24,889.0,,,,,,
Saint Vincent and the Grenadines,2022.0,,,,,,VCT,72979.0,31445.0,4203.0,70.2,30.25,227.0,,,,,,
Saint Vincent and the Grenadines,2023.0,,,,,,VCT,73443.0,31632.0,4279.0,70.65,30.43,9.0,,,,,,
Samoa,2019.0,1.0,Measles,5700.0,83.0,1.5,,,,,,,,,,,,,
Samoa,2021.0,,,,,,WSM,263189.0,121765.0,,118.35,54.75,3269.0,,,,,,
Samoa,2022.0,,,,,,WSM,448784.0,177651.0,79061.0,201.8,79.88,4590.0,,,,,,
Samoa,2023.0,,,,,,WSM,453083.0,177954.0,82268.0,203.73,80.02,248.0,,,,,,
San Marino,2021.0,,,,,,SMR,53942.0,21625.0,,160.11,64.19,725.0,,,,,,
San Marino,2022.0,,,,,,SMR,69338.0,23633.0,19348.0,205.81,70.15,342.0,,,,,,
Sao Tome and Principe,2021.0,,,,,,STP,137612.0,51216.0,,60.52,22.52,2448.0,,,,,,
Sao Tome and Principe,2022.0,,,,,,STP,228291.0,103963.0,33180.0,100.39,45.72,1275.0,,,,,,
Sao Tome and Principe,2023.0,,,,,,STP,263863.0,111986.0,34624.0,116.04,49.25,352.0,,,,,,
Saudi Arabia,2000.0,1.0,Rift Valley Fever,516.0,87.0,17.0,,,,,,,,,,,,,
Saudi Arabia,2009.0,1.0,H1N1 Influenza Pandemic,14500.0,128.0,0.88,,,,,,,,,,,,,
Saudi Arabia,2012.0,1.0,MERS,2224.0,868.0,39.0,,,,,,,,,,,,,
Saudi Arabia,2020.0,1.0,COVID-19,363000.0,6300.0,1.7,,,,,,,,,,,,,
Saudi Arabia,2021.0,,,,,,SAU,50894142.0,23180879.0,2696173.0,139.79,63.67,402957.0,,,,,,
Saudi Arabia,2022.0,,,,,,SAU,60953969.0,24199236.0,10793985.0,167.42,66.47,260084.0,1.0,Middle East Respiratory Syndrome Coronavirus,0.0,0.0,,0.0
Saudi Arabia,2023.0,,,,,,SAU,68534631.0,25433941.0,,188.24,69.86,18006.0,,,,,,
Scotland,2021.0,,,,,,OWID_SCT,11392828.0,4017043.0,2992576.0,208.43,73.49,71226.0,,,,,,
Scotland,2022.0,,,,,,OWID_SCT,13014285.0,4285946.0,3594835.0,238.1,78.41,23820.0,,,,,,
Senegal,2014.0,1.0,Ebola Virus Disease,1.0,0.0,0.0,,,,,,,,0.0,Ebola virus disease update,0.0,0.0,,0.0
Senegal,2021.0,,,,,,SEN,1903098.0,918359.0,,10.99,5.3,41586.0,,,,,,
Senegal,2022.0,,,,,,SEN,2709648.0,1356436.0,616751.0,15.65,7.83,7495.0,,,,,,
Senegal,2023.0,,,,,,SEN,3179647.0,1546628.0,815965.0,18.36,8.93,3602.0,,,,,,
Serbia,2021.0,,,,,,SRB,8239799.0,3207534.0,1723108.0,119.91,46.68,64449.0,,,,,,
Serbia,2022.0,,,,,,SRB,8534688.0,3278198.0,1902412.0,124.2,47.71,11564.0,,,,,,
Seychelles,2021.0,,,,,,SYC,183472.0,78263.0,,171.25,73.05,2401.0,,,,,,
Seychelles,2022.0,,,,,,SYC,219489.0,81661.0,44705.0,204.87,76.22,347.0,,,,,,
Seychelles,2023.0,,,,,,SYC,224558.0,83565.0,44936.0,209.6,78.0,82.0,,,,,,
Sierra Leone,2012.0,1.0,Cholera,21500.0,290.0,1.3,,,,,,,,,,,,,
Sierra Leone,2014.0,1.0,Ebola Virus Disease,14124.0,3956.0,28.0,,,,,,,,,,,,,
Sierra Leone,2021.0,,,,,,SLE,868726.0,361089.0,,10.09,4.2,20002.0,,,,,,
Sierra Leone,2022.0,,,,,,SLE,6158679.0,3445251.0,346412.0,71.56,40.03,60860.0,,,,,,
