country_name,iso3,year,health_expenditure_pct_gdp,country_code,vaccination_coverage_pct,vaccination_capacity_daily,active_who_alerts,outbreak_deaths
Gabon,,2022,,,10.77,3128.0,,
Gabon,,2023,,,10.78,0.0,,
Gambia,,2021,,,9.22,3615.0,,
Gambia,,2022,,,16.79,8164.0,,
Gambia,,2023,,,19.93,8164.0,,
Georgia,,2021,,,30.68,29680.0,,
Georgia,,2022,,,34.08,9121.0,,
Germany,DEU,2000,7.647,GM,,,,
Germany,DEU,2001,7.662,GM,,,,
Germany,DEU,2002,7.814,GM,,,,
Germany,DEU,2003,7.917,GM,,,,
Germany,DEU,2004,7.563,GM,,,,
Germany,DEU,2005,7.644,GM,,,,
Germany,DEU,2006,7.499,GM,,,,
Germany,DEU,2007,7.404,GM,,,,
Germany,DEU,2008,7.565,GM,,,,
Germany,DEU,2009,9.18,GM,,,,
Germany,DEU,2010,9.054,GM,,,,
Germany,DEU,2011,8.781,GM,,,,
Germany,DEU,2012,8.828,GM,,,,
Germany,DEU,2013,9.04,GM,,,,
Germany,DEU,2014,9.105,GM,,,,
Germany,DEU,2015,9.239,GM,,,,
Germany,DEU,2016,9.3,GM,,,,
Germany,DEU,2017,9.382,GM,,,,
Germany,DEU,2018,9.475,GM,,,,
Germany,DEU,2019,9.673,GM,,,,
Germany,DEU,2020,10.691,GM,,45625.0,,
Germany,,2021,,,70.96,1148328.0,,
Germany,,2022,,,76.23,651741.0,,
Germany,,2023,,,76.24,17763.0,,
Ghana,,2021,,,6.97,442283.0,,
Ghana,,2022,,,27.43,260621.0,,
Ghana,,2023,,,32.2,33067.0,,
Gibraltar,,2021,,,122.61,1068.0,,
Gibraltar,,2022,,,126.89,270.0,,
Greece,GRC,2000,4.631,GR,,,,
Greece,GRC,2001,5.212,GR,,,,
Greece,GRC,2002,5.121,GR,,,,
Greece,GRC,2003,5.198,GR,,,,
Greece,GRC,2004,4.866,GR,,,,
Greece,GRC,2005,5.33,GR,,,,
Greece,GRC,2006,5.173,GR,,,,
Greece,GRC,2007,5.398,GR,,,,
Greece,GRC,2008,5.846,GR,,,,
Greece,GRC,2009,6.515,GR,,,,
Greece,GRC,2010,6.628,GR,,,,
Greece,GRC,2011,6.035,GR,,,,
Greece,GRC,2012,5.978,GR,,,,
Greece,GRC,2013,5.29,GR,,,,
Greece,GRC,2014,4.572,GR,,,,
Greece,GRC,2015,4.83,GR,,,,
Greece,GRC,2016,5.188,GR,,,,
Greece,GRC,2017,4.913,GR,,,,
Greece,GRC,2018,4.78,GR,,,,
Greece,GRC,2019,4.993,GR,,,,
Greece,GRC,2020,5.8,GR,,638.0,,
Greece,,2021,,,67.8,109105.0,,
Greece,,2022,,,73.6,78769.0,,
Greece,,2023,,,73.63,4133.0,,
Greece,,2024,,,73.64,5717.0,,
Greenland,,2021,,,67.36,1128.0,,
Greenland,,2022,,,68.17,52.0,,
Grenada,,2021,,,28.26,579.0,,
Grenada,,2022,,,31.07,188.0,,
Grenada,,2023,,,31.11,1.0,,
Guatemala,,2021,,,26.27,96711.0,,
Guatemala,,2022,,,39.38,95485.0,,
Guatemala,,2023,,,39.94,6510.0,,
Guernsey,,2021,,,21.5,1747.0,,
Guernsey,,2022,,,83.23,1747.0,,
Guinea,,2021,,,6.68,41116.0,,
Guinea,,2022,,,23.77,172447.0,,
Guinea,,2023,,,42.24,54805.0,,
Guinea-Bissau,,2021,,,1.1,17553.0,,
Guinea-Bissau,,2022,,,17.16,9601.0,,
Guinea-Bissau,,2023,,,26.01,14996.0,,
Guyana,,2021,,,36.37,5226.0,,
Guyana,,2022,,,47.0,9303.0,,
Guyana,,2023,,,47.23,84.0,,
Haiti,,2021,,,0.64,5695.0,,
Haiti,,2022,,,2.05,7598.0,,
Haiti,,2023,,,3.16,1292.0,,
High income,,2020,,,0.0,622321.0,,
High income,,2021,,,68.87,8545044.0,,
High income,,2022,,,74.03,6621716.0,,
High income,,2023,,,74.31,746449.0,,
High income,,2024,,,74.31,23523.0,,
Honduras,,2021,,,41.18,156407.0,,
Honduras,,2022,,,55.19,174517.0,,
Honduras,,2023,,,56.11,2943.0,,
Hong Kong,,2021,,,62.25,65992.0,,
Hong Kong,,2022,,,90.64,86320.0,,
Hong Kong,,2023,,,90.83,17184.0,,
Hong Kong,,2024,,,90.85,2090.0,,
Hungary,HUN,2000,4.715,HU,,,,
Hungary,HUN,2001,4.649,HU,,,,
Hungary,HUN,2002,4.952,HU,,,,
Hungary,HUN,2003,5.735,HU,,,,
Hungary,HUN,2004,5.467,HU,,,,
Hungary,HUN,2005,5.65,HU,,,,
Hungary,HUN,2006,5.508,HU,,,,
Hungary,HUN,2007,4.963,HU,,,,
Hungary,HUN,2008,4.885,HU,,,,
Hungary,HUN,2009,4.943,HU,,,,
Hungary,HUN,2010,5.007,HU,,,,
Hungary,HUN,2011,4.983,HU,,,,
Hungary,HUN,2012,4.868,HU,,,,
Hungary,HUN,2013,4.821,HU,,,,
Hungary,HUN,2014,4.723,HU,,,,
Hungary,HUN,2015,4.67,HU,,,,
Hungary,HUN,2016,4.743,HU,,,,
Hungary,HUN,2017,4.639,HU,,,,
Hungary,HUN,2018,4.559,HU,,,,
Hungary,HUN,2019,4.29,HU,,,,
Hungary,HUN,2020,5.119,HU,,6202.0,,
Hungary,,2021,,,60.01,125911.0,,
Hungary,,2022,,,62.28,26357.0,,
Iceland,ISL,2000,7.189,IC,,,,
Iceland,ISL,2001,7.058,IC,,,,
Iceland,ISL,2002,7.653,IC,,,,
Iceland,ISL,2003,7.908,IC,,,,
Iceland,ISL,2004,7.551,IC,,,,
Iceland,ISL,2005,7.247,IC,,,,
Iceland,ISL,2006,6.981,IC,,,,
Iceland,ISL,2007,6.851,IC,,,,
Iceland,ISL,2008,6.86,IC,,,,
Iceland,ISL,2009,7.164,IC,,,,
Iceland,ISL,2010,6.678,IC,,,,
Iceland,ISL,2011,6.615,IC,,,,
Iceland,ISL,2012,6.588,IC,,,,
Iceland,ISL,2013,6.61,IC,,,,
Iceland,ISL,2014,6.685,IC,,,,
Iceland,ISL,2015,6.583,IC,,,,
Iceland,ISL,2016,6.658,IC,,,,
Iceland,ISL,2017,6.826,IC,,,,
Iceland,ISL,2018,6.962,IC,,,,
Iceland,ISL,2019,7.165,IC,,,,
Iceland,ISL,2020,8.052,IC,,63.0,,
Iceland,,2021,,,76.14,7546.0,,
Iceland,,2022,,,77.82,3589.0,,
India,IND,2000,0.939,IN,,,,
India,IND,2001,0.909,IN,,,,
India,IND,2002,0.877,IN,,,,
India,IND,2003,0.819,IN,,,,
India,IND,2004,0.801,IN,,,,
India,IND,2005,0.828,IN,,,,
India,IND,2006,0.805,IN,,,,
India,IND,2007,0.795,IN,,,,
India,IND,2008,0.836,IN,,,,
India,IND,2009,0.907,IN,,,,
India,IND,2010,0.862,IN,,,,
India,IND,2011,0.91,IN,,,,
India,IND,2012,0.903,IN,,,,
India,IND,2013,0.829,IN,,,,
India,IND,2014,0.829,IN,,,,
India,IND,2015,0.928,IN,,,,
India,IND,2016,0.947,IN,,,,
India,IND,2017,0.974,IN,,,,
India,IND,2018,0.984,IN,,,,
India,IND,2019,1.043,IN,,,,
India,IND,2020,1.224,IN,,,,
India,,2021,,,42.57,10037995.0,,
India,,2022,,,67.12,9358811.0,,
India,,2023,,,67.18,263275.0,,
India,,2024,,,67.18,6175.0,,
Indonesia,IDN,2000,0.585,ID,,,,
Indonesia,IDN,2001,0.782,ID,,,,
Indonesia,IDN,2002,0.673,ID,,,,
Indonesia,IDN,2003,0.813,ID,,,,
Indonesia,IDN,2004,0.748,ID,,,,
Indonesia,IDN,2005,0.734,ID,,,,
Indonesia,IDN,2006,0.834,ID,,,,
Indonesia,IDN,2007,1.028,ID,,,,
Indonesia,IDN,2008,0.917,ID,,,,
Indonesia,IDN,2009,0.949,ID,,,,
Indonesia,IDN,2010,0.679,ID,,,,
Indonesia,IDN,2011,0.717,ID,,,,
Indonesia,IDN,2012,0.781,ID,,,,
Indonesia,IDN,2013,0.836,ID,,,,
Indonesia,IDN,2014,1.043,ID,,,,
Indonesia,IDN,2015,1.159,ID,,,,
Indonesia,IDN,2016,1.377,ID,,,,
Indonesia,IDN,2017,1.356,ID,,,,
Indonesia,IDN,2018,1.396,ID,,,,
Indonesia,IDN,2019,1.401,ID,,,,
Indonesia,IDN,2020,1.884,ID,,,,
Indonesia,,2021,,,41.26,1897011.0,,
Indonesia,,2022,,,62.63,2125551.0,,
Indonesia,,2023,,,63.51,40329.0,,
Indonesia,,2024,,,,,1.0,0.0
Iran,,2021,,,57.81,1225502.0,,
Iran,,2022,,,66.08,604459.0,,
Iran,,2023,,,66.16,12066.0,,
Iraq,,2021,,,12.67,435337.0,,
Iraq,,2022,,,17.85,58760.0,,
Iraq,,2023,,,17.85,399.0,,
Ireland,IRL,2000,4.573,EI,,,,
Ireland,IRL,2001,5.014,EI,,,,
Ireland,IRL,2002,5.271,EI,,,,
Ireland,IRL,2003,5.519,EI,,,,
Ireland,IRL,2004,5.698,EI,,,,
Ireland,IRL,2005,6.027,EI,,,,
Ireland,IRL,2006,5.85,EI,,,,
Ireland,IRL,2007,6.186,EI,,,,
Ireland,IRL,2008,7.239,EI,,,,
Ireland,IRL,2009,8.11,EI,,,,
Ireland,IRL,2010,8.014,EI,,,,
Ireland,IRL,2011,7.57,EI,,,,
Ireland,IRL,2012,7.566,EI,,,,
Ireland,IRL,2013,7.128,EI,,,,
Ireland,IRL,2014,6.58,EI,,,,
Ireland,IRL,2015,5.082,EI,,,,
Ireland,IRL,2016,5.295,EI,,,,
Ireland,IRL,2017,5.02,EI,,,,
Ireland,IRL,2018,4.966,EI,,,,
Ireland,IRL,2019,4.886,EI,,,,
Ireland,IRL,2020,5.412,EI,,,,
Ireland,,2021,,,77.33,91840.0,,
Ireland,,2022,,,80.88,32351.0,,
Ireland,,2023,,,80.93,440.0,,
Ireland,,2024,,,80.94,64.0,,
Isle of Man,,2021,,,77.43,6039.0,,
Isle of Man,,2022,,,79.38,543.0,,
Israel,ISR,2000,4.161,IS,,,,
Israel,ISR,2001,4.387,IS,,,,
Israel,ISR,2002,4.422,IS,,,,
Israel,ISR,2003,4.282,IS,,,,
Israel,ISR,2004,4.199,IS,,,,
Israel,ISR,2005,4.125,IS,,,,
Israel,ISR,2006,4.176,IS,,,,
Israel,ISR,2007,4.043,IS,,,,
Israel,ISR,2008,4.171,IS,,,,
Israel,ISR,2009,4.205,IS,,,,
Israel,ISR,2010,4.302,IS,,,,
Israel,ISR,2011,4.26,IS,,,,
Israel,ISR,2012,4.346,IS,,,,
Israel,ISR,2013,4.402,IS,,,,
Israel,ISR,2014,4.438,IS,,,,
Israel,ISR,2015,4.452,IS,,,,
Israel,ISR,2016,4.495,IS,,,,
Israel,ISR,2017,4.582,IS,,,,
Israel,ISR,2018,4.679,IS,,,,
Israel,ISR,2019,4.671,IS,,,,
Israel,ISR,2020,5.26,IS,0.0,111272.0,,
Israel,,2021,,,62.89,185557.0,,
Israel,,2022,,,65.18,77274.0,,
Israel,,2023,,,65.19,1655.0,,
Italy,ITA,2000,5.482,IT,,,,
Italy,ITA,2001,5.754,IT,,,,
Italy,ITA,2002,5.874,IT,,,,
Italy,ITA,2003,5.881,IT,,,,
Italy,ITA,2004,6.204,IT,,,,
Italy,ITA,2005,6.439,IT,,,,
Italy,ITA,2006,6.529,IT,,,,
Italy,ITA,2007,6.278,IT,,,,
Italy,ITA,2008,6.604,IT,,,,
Italy,ITA,2009,6.979,IT,,,,
Italy,ITA,2010,6.966,IT,,,,
Italy,ITA,2011,6.722,IT,,,,
Italy,ITA,2012,6.63,IT,,,,
Italy,ITA,2013,6.608,IT,,,,
Italy,ITA,2014,6.639,IT,,,,
Italy,ITA,2015,6.547,IT,,,,
Italy,ITA,2016,6.448,IT,,,,
Italy,ITA,2017,6.372,IT,,,,
Italy,ITA,2018,6.349,IT,,,,
Italy,ITA,2019,6.31,IT,,,,
Italy,ITA,2020,7.252,IT,,8369.0,,
Italy,,2021,,,75.73,593377.0,,
Italy,,2022,,,81.2,665295.0,,
Italy,,2023,,,81.21,17821.0,,
Jamaica,,2021,,,20.05,13772.0,,
Jamaica,,2022,,,26.3,4686.0,,
Jamaica,,2023,,,26.88,248.0,,
Japan,JPN,2000,5.658,JA,,,,
Japan,JPN,2001,5.861,JA,,,,
Japan,JPN,2002,5.937,JA,,,,
Japan,JPN,2003,5.987,JA,,,,
Japan,JPN,2004,6.049,JA,,,,
Japan,JPN,2005,6.216,JA,,,,
Japan,JPN,2006,6.174,JA,,,,
Japan,JPN,2007,6.321,JA,,,,
Japan,JPN,2008,6.566,JA,,,,
Japan,JPN,2009,7.283,JA,,,,
Japan,JPN,2010,7.425,JA,,,,
Japan,JPN,2011,8.783,JA,,,,
Japan,JPN,2012,8.957,JA,,,,
Japan,JPN,2013,8.994,JA,,,,
Japan,JPN,2014,9.025,JA,,,,
Japan,JPN,2015,9.039,JA,,,,
Japan,JPN,2016,8.957,JA,,,,
Japan,JPN,2017,8.974,JA,,,,
Japan,JPN,2018,8.997,JA,,,,
Japan,JPN,2019,9.211,JA,,,,
Japan,JPN,2020,9.778,JA,,,,
Japan,,2021,,,80.44,1692319.0,,
Japan,,2022,,,83.22,1011639.0,,
Japan,,2023,,,83.4,328770.0,,
Jersey,,2021,,,69.49,1233.0,,
Jersey,,2022,,,73.86,669.0,,
Jersey,,2023,,,73.9,31.0,,
Jordan,,2021,,,34.86,87729.0,,
Jordan,,2022,,,40.39,35491.0,,
Kazakhstan,,2021,,,43.9,142997.0,,
Kazakhstan,,2022,,,54.72,351158.0,,
Kazakhstan,,2023,,,54.79,41222.0,,
Kenya,,2021,,,7.69,123343.0,,
Kenya,,2022,,,20.05,245551.0,,
Kenya,,2023,,,20.53,9312.0,,
Kiribati,,2021,,,17.28,1494.0,,
Kiribati,,2022,,,56.3,1018.0,,
Kiribati,,2023,,,62.08,342.0,,
Kosovo,,2021,,,43.92,19287.0,,
Kosovo,,2022,,,46.29,4536.0,,
Kosovo,,2023,,,46.3,12.0,,
Kuwait,,2020,,,,1121.0,,
Kuwait,,2021,,,75.35,40778.0,,
Kuwait,,2022,,,78.32,15791.0,,
Kuwait,,2023,,,78.39,78.0,,
Kyrgyzstan,,2021,,,14.95,22900.0,,
Kyrgyzstan,,2022,,,20.53,10460.0,,
Kyrgyzstan,,2023,,,21.2,2745.0,,
Laos,,2021,,,41.16,146235.0,,
Laos,,2022,,,69.36,48048.0,,
Latvia,LVA,2000,2.828,LG,,,,
Latvia,LVA,2001,2.871,LG,,,,
Latvia,LVA,2002,2.952,LG,,,,
Latvia,LVA,2003,2.858,LG,,,,
Latvia,LVA,2004,3.637,LG,,,,
Latvia,LVA,2005,3.387,LG,,,,
Latvia,LVA,2006,3.705,LG,,,,
Latvia,LVA,2007,3.542,LG,,,,
Latvia,LVA,2008,3.539,LG,,,,
Latvia,LVA,2009,3.739,LG,,,,
Latvia,LVA,2010,3.746,LG,,,,
Latvia,LVA,2011,3.758,LG,,,,
Latvia,LVA,2012,3.392,LG,,,,
Latvia,LVA,2013,3.363,LG,,,,
Latvia,LVA,2014,3.38,LG,,,,
Latvia,LVA,2015,3.431,LG,,,,
Latvia,LVA,2016,3.549,LG,,,,
Latvia,LVA,2017,3.547,LG,,,,
Latvia,LVA,2018,3.837,LG,,,,
Latvia,LVA,2019,4.126,LG,,,,
Latvia,LVA,2020,4.774,LG,0.0,329.0,,
Latvia,,2021,,,68.22,17033.0,,
Latvia,,2022,,,70.57,10487.0,,
Lebanon,,2021,,,33.36,56153.0,,
Lebanon,,2022,,,43.98,42600.0,,
Lesotho,,2021,,,31.55,17261.0,,
Lesotho,,2022,,,40.16,9788.0,,
Lesotho,,2023,,,40.68,893.0,,
Liberia,,2021,,,14.24,39207.0,,
Liberia,,2022,,,70.36,89696.0,,
Libya,,2021,,,12.12,23862.0,,
Libya,,2022,,,18.05,19020.0,,
Libya,,2023,,,18.15,218.0,,
Liechtenstein,,2020,,,,0.0,,
Liechtenstein,,2021,,,,726.0,,
Liechtenstein,,2022,,,,340.0,,
Liechtenstein,,2023,,,,5.0,,
Lithuania,LTU,2000,4.238,LH,,,,
Lithuania,LTU,2001,4.295,LH,,,,
Lithuania,LTU,2002,4.536,LH,,,,
Lithuania,LTU,2003,4.656,LH,,,,
Lithuania,LTU,2004,3.649,LH,,,,
Lithuania,LTU,2005,3.767,LH,,,,
Lithuania,LTU,2006,3.96,LH,,,,
Lithuania,LTU,2007,4.095,LH,,,,
Lithuania,LTU,2008,4.481,LH,,,,
Lithuania,LTU,2009,5.322,LH,,,,
Lithuania,LTU,2010,4.952,LH,,,,
Lithuania,LTU,2011,4.643,LH,,,,
Lithuania,LTU,2012,4.247,LH,,,,
Lithuania,LTU,2013,4.078,LH,,,,
Lithuania,LTU,2014,4.204,LH,,,,
Lithuania,LTU,2015,4.347,LH,,,,
Lithuania,LTU,2016,4.428,LH,,,,
Lithuania,LTU,2017,4.275,LH,,,,
Lithuania,LTU,2018,4.346,LH,,,,
Lithuania,LTU,2019,4.61,LH,,,,
Lithuania,LTU,2020,5.204,LH,,2888.0,,
Lithuania,,2021,,,66.62,27613.0,,
Lithuania,,2022,,,68.36,16084.0,,
Lithuania,,2023,,,68.4,1307.0,,
Lithuania,,2024,,,68.4,74.0,,
Low income,,2021,,,3.76,993536.0,,
Low income,,2022,,,21.44,3330163.0,,
Low income,,2023,,,27.79,1050109.0,,
Lower middle income,,2021,,,34.53,17055076.0,,
Lower middle income,,2022,,,57.62,16611035.0,,
Lower middle income,,2023,,,59.82,2463250.0,,
Lower middle income,,2024,,,59.82,6983.0,,
Luxembourg,LUX,2000,4.857,,,,,
Luxembourg,LUX,2001,5.28,,,,,
Luxembourg,LUX,2002,5.614,,,,,
Luxembourg,LUX,2003,5.77,,,,,
Luxembourg,LUX,2004,6.067,,,,,
Luxembourg,LUX,2005,5.927,,,,,
Luxembourg,LUX,2006,5.495,,,,,
Luxembourg,LUX,2007,5.184,,,,,
Luxembourg,LUX,2008,5.441,,,,,
Luxembourg,LUX,2009,5.959,,,,,
Luxembourg,LUX,2010,5.657,,,,,
Luxembourg,LUX,2011,4.95,,,,,
Luxembourg,LUX,2012,4.386,,,,,
Luxembourg,LUX,2013,4.35,,,,,
Luxembourg,LUX,2014,4.366,,,,,
Luxembourg,LUX,2015,4.251,,,,,
Luxembourg,LUX,2016,4.24,,,,,
Luxembourg,LUX,2017,4.311,,,,,
Luxembourg,LUX,2018,4.434,,,,,
Luxembourg,LUX,2019,4.644,,,,,
Luxembourg,LUX,2020,4.988,,,400.0,,
Luxembourg,,2021,,,5.85,7216.0,,
Luxembourg,,2022,,,,6773.0,,
Luxembourg,,2023,,,71.45,105.0,,
Macao,,2021,,,66.4,6788.0,,
Macao,,2022,,,91.87,6118.0,,
Macao,,2023,,,92.39,1594.0,,
Madagascar,,2021,,,1.83,10256.0,,
Madagascar,,2022,,,6.84,12101.0,,
Madagascar,,2023,,,8.88,6191.0,,
Malaria in Burundi,,2021,,,,,0.0,0.0
Malawi,,2021,,,3.46,21351.0,,
Malawi,,2022,,,15.16,74568.0,,
Malawi,,2023,,,21.01,33091.0,,
Malaysia,,2021,,,75.62,550642.0,,
Malaysia,,2022,,,81.14,228855.0,,
Malaysia,,2023,,,81.18,8902.0,,
Malaysia,,2024,,,81.18,196.0,,
Maldives,,2021,,,70.15,7843.0,,
Maldives,,2022,,,73.52,3122.0,,
Maldives,,2023,,,73.53,4.0,,
Mali,,2021,,,1.74,31306.0,,
Mali,,2022,,,11.83,58966.0,,
Mali,,2023,,,16.08,21566.0,,
Malta,MLT,2016,5.651,,,,,
Malta,MLT,2017,5.491,,,,,
Malta,MLT,2018,5.428,,,,,
Malta,MLT,2019,5.719,,,,,
Malta,MLT,2020,7.163,,,,,
Malta,,2021,,,81.73,7557.0,,
Malta,,2022,,,88.38,8191.0,,
Malta,,2023,,,88.42,827.0,,
Malta,,2024,,,88.43,61.0,,
Mauritania,,2021,,,16.2,65422.0,,
Mauritania,,2022,,,32.46,71816.0,,
Mauritania,,2023,,,32.53,294.0,,
Mauritius,,2021,,,70.02,20570.0,,
Mauritius,,2022,,,83.74,6463.0,,
Mauritius,,2023,,,83.74,23.0,,
"Meningococcal disease in Francen(Update), United Kingdom (Update), Oman, Saudi ARabia, Netherlands",,2021,,,,,0.0,0.0
Meningococcal disease in the African Meningitis Belt,,2021,,,,,0.0,0.0
"Meningococcal disease, serogroup W135 - Update",,2021,,,,,0.0,0.0
Mexico,MEX,2000,1.919,MX,,,,
Mexico,MEX,2001,2.005,MX,,,,
Mexico,MEX,2002,2.062,MX,,,,
Mexico,MEX,2003,2.3,MX,,,,
Mexico,MEX,2004,2.47,MX,,,,
Mexico,MEX,2005,2.357,MX,,,,
Mexico,MEX,2006,2.315,MX,,,,
Mexico,MEX,2007,2.413,MX,,,,
Mexico,MEX,2008,2.5,MX,,,,
Mexico,MEX,2009,2.729,MX,,,,
Mexico,MEX,2010,2.757,MX,,,,
Mexico,MEX,2011,2.799,MX,,,,
Mexico,MEX,2012,2.878,MX,,,,
Mexico,MEX,2013,2.998,MX,,,,
Mexico,MEX,2014,2.788,MX,,,,
Mexico,MEX,2015,2.885,MX,,,,
Mexico,MEX,2016,2.761,MX,,,,
Mexico,MEX,2017,2.684,MX,,,,
Mexico,MEX,2018,2.6,MX,,,,
Mexico,MEX,2019,2.607,MX,,,,
Mexico,MEX,2020,3.202,MX,,3695.0,,
Mexico,,2021,,,57.08,1648223.0,,
Mexico,,2022,,,64.19,995625.0,,
Moldova,,2021,,,30.01,16176.0,,
Moldova,,2022,,,32.81,6802.0,,
Moldova,,2023,,,32.97,240.0,,
Monaco,,2020,,,,126.0,,
Monaco,,2021,,,70.34,313.0,,
Mongolia,,2021,,,63.66,125462.0,,
Mongolia,,2022,,,64.02,5276.0,,
Montenegro,,2021,,,43.51,11277.0,,
Montenegro,,2022,,,45.43,1508.0,,
Montserrat,,2021,,,33.36,53.0,,
Montserrat,,2022,,,44.23,51.0,,
Morocco,,2021,,,61.39,401310.0,,
Morocco,,2022,,,62.78,76902.0,,
Morocco,,2023,,,62.8,504.0,,
Mozambique,,2021,,,18.46,257780.0,,
Mozambique,,2022,,,55.96,588728.0,,
Mozambique,,2023,,,64.7,98058.0,,
Myanmar,,2021,,,24.05,366806.0,,
Myanmar,,2022,,,50.84,288235.0,,
Myanmar,,2023,,,66.33,78317.0,,
Namibia,,2021,,,11.05,6202.0,,
Namibia,,2022,,,20.49,16348.0,,
Namibia,,2023,,,21.46,267.0,,
Nauru,,2021,,,57.13,560.0,,
Nauru,,2022,,,67.65,293.0,,
Nauru,,2023,,,89.4,55.0,,
Nepal,,2021,,,31.88,226872.0,,
Nepal,,2022,,,78.75,567406.0,,
Nepal,,2023,,,80.11,27556.0,1.0,0.0
Netherlands,NLD,2000,5.319,NL,,,,
Netherlands,NLD,2001,5.6,NL,,,,
Netherlands,NLD,2002,6.031,NL,,,,
Netherlands,NLD,2003,6.329,NL,,,,
Netherlands,NLD,2004,6.223,NL,,,,
Netherlands,NLD,2005,6.199,NL,,,,
Netherlands,NLD,2006,7.567,NL,,,,
Netherlands,NLD,2007,7.567,NL,,,,
Netherlands,NLD,2008,7.621,NL,,,,
Netherlands,NLD,2009,8.242,NL,,,,
Netherlands,NLD,2010,8.417,NL,,,,
Netherlands,NLD,2011,8.386,NL,,,,
Netherlands,NLD,2012,8.585,NL,,,,
Netherlands,NLD,2013,8.522,NL,,,,
Netherlands,NLD,2014,8.479,NL,,,,
Netherlands,NLD,2015,8.291,NL,,,,
Netherlands,NLD,2016,8.22,NL,,,,
Netherlands,NLD,2017,8.117,NL,,,,
Netherlands,NLD,2018,8.088,NL,,,,
Netherlands,NLD,2019,8.227,NL,,,,
Netherlands,NLD,2020,9.304,NL,,,,
Netherlands,,2021,,,65.97,229840.0,,
Netherlands,,2022,,,66.98,267180.0,,
Netherlands,,2023,,,67.0,7160.0,,
New Caledonia,,2021,,,59.74,5037.0,,
New Caledonia,,2022,,,63.5,12978.0,,
New Caledonia,,2023,,,63.74,508.0,,
New Zealand,NZL,2000,5.828,NZ,,,,
New Zealand,NZL,2001,5.792,NZ,,,,
New Zealand,NZL,2002,6.154,NZ,,,,
New Zealand,NZL,2003,6.049,NZ,,,,
New Zealand,NZL,2004,6.292,NZ,,,,
New Zealand,NZL,2005,6.592,NZ,,,,
New Zealand,NZL,2006,6.917,NZ,,,,
New Zealand,NZL,2007,6.863,NZ,,,,
New Zealand,NZL,2008,7.036,NZ,,,,
New Zealand,NZL,2009,7.426,NZ,,,,
New Zealand,NZL,2010,7.383,NZ,,,,
New Zealand,NZL,2011,7.374,NZ,,,,
New Zealand,NZL,2012,7.426,NZ,,,,
New Zealand,NZL,2013,7.186,NZ,,,,
New Zealand,NZL,2014,7.118,NZ,,,,
New Zealand,NZL,2015,6.971,NZ,,,,
New Zealand,NZL,2016,6.787,NZ,,,,
New Zealand,NZL,2017,6.681,NZ,,,,
New Zealand,NZL,2018,6.626,NZ,,,,
New Zealand,NZL,2019,6.677,NZ,,,,
New Zealand,NZL,2020,7.249,NZ,,,,
New Zealand,,2021,,,74.37,81486.0,,
New Zealand,,2022,,,79.81,59903.0,,
New Zealand,,2023,,,82.77,13231.0,,
New Zealand,,2024,,,,4474.0,,
Nicaragua,,2021,,,41.82,311302.0,,
Nicaragua,,2022,,,85.36,38528.0,,
Nicaragua,,2023,,,88.17,425219.0,,
Niger,,2021,,,1.77,25351.0,,
Niger,,2022,,,20.25,178386.0,,
Niger,,2023,,,20.92,2318.0,,
Nigeria,,2021,,,2.05,183486.0,,
Nigeria,,2022,,,27.39,491996.0,,
Nigeria,,2023,,,37.2,205727.0,,
Niue,,2021,,,58.91,87.0,,
Niue,,2022,,,83.71,67.0,,
Niue,,2023,,,83.76,0.0,,
North America,,2020,,,0.01,419343.0,,
North America,,2021,,,58.76,4205266.0,,
North America,,2022,,,65.41,2487718.0,,
North America,,2023,,,65.71,506912.0,,
North America,,2024,,,65.71,16192.0,,
North Macedonia,,2021,,,39.01,15628.0,,
North Macedonia,,2022,,,40.03,1666.0,,
North Macedonia,,2023,,,40.04,5.0,,
Northern Cyprus,,2021,,,72.09,6011.0,,
Northern Cyprus,,2022,,,81.78,655.0,,
Northern Ireland,,2021,,,68.38,23766.0,,
Northern Ireland,,2022,,,71.72,11733.0,,
Northern Ireland,,2023,,,71.78,4130.0,,
Norway,NOR,2000,6.292,NO,,,,
Norway,NOR,2001,6.632,NO,,,,
Norway,NOR,2002,7.445,NO,,,,
Norway,NOR,2003,7.646,NO,,,,
Norway,NOR,2004,7.302,NO,,,,
Norway,NOR,2005,6.892,NO,,,,
Norway,NOR,2006,6.569,NO,,,,
Norway,NOR,2007,6.71,NO,,,,
Norway,NOR,2008,6.659,NO,,,,
Norway,NOR,2009,7.627,NO,,,,
Norway,NOR,2010,7.501,NO,,,,
Norway,NOR,2011,7.374,NO,,,,
Norway,NOR,2012,7.392,NO,,,,
Norway,NOR,2013,7.545,NO,,,,
Norway,NOR,2014,7.917,NO,,,,
Norway,NOR,2015,8.611,NO,,,,
Norway,NOR,2016,8.991,NO,,,,
Norway,NOR,2017,8.708,NO,,,,
Norway,NOR,2018,8.536,NO,,,,
Norway,NOR,2019,8.947,NO,,,,
Norway,NOR,2020,9.821,NO,,330.0,,
Norway,,2021,,,72.31,69148.0,,
Norway,,2022,,,74.61,55405.0,,
Oceania,,2021,,,55.75,386459.0,,
Oceania,,2022,,,61.86,340740.0,,
Oceania,,2023,,,62.33,39960.0,,
Oceania,,2024,,,62.33,4474.0,,
Oman,,2020,,,,1663.0,,
Oman,,2021,,,63.42,61172.0,,
